Temperature,Pressure,Density,SpecificVolume,InternalEnergy,Enthalpy,Entropy,Cv,Cp,SpeedSound,JT,Viscosity,ThermalConductivity
20,0.82,0.67493,1.4816,2648.3,3863.2,44.501,10.167,14.308,1310.8,-0.29328,8.83E-06,0.1831
20,0.83,0.68312,1.4639,2648.2,3863.2,44.451,10.167,14.308,1310.9,-0.29333,8.83E-06,0.18311
20,0.84,0.69131,1.4465,2648.2,3863.3,44.402,10.167,14.309,1310.9,-0.29338,8.83E-06,0.18311
20,0.85,0.6995,1.4296,2648.2,3863.3,44.353,10.167,14.309,1311,-0.29343,8.83E-06,0.18312
20,0.86,0.70769,1.4131,2648.1,3863.4,44.304,10.167,14.309,1311.1,-0.29348,8.83E-06,0.18313
20,0.87,0.71587,1.3969,2648.1,3863.4,44.257,10.167,14.309,1311.2,-0.29353,8.83E-06,0.18314
20,0.88,0.72406,1.3811,2648.1,3863.5,44.209,10.167,14.31,1311.3,-0.29358,8.83E-06,0.18315
20,0.89,0.73224,1.3657,2648.1,3863.5,44.163,10.168,14.31,1311.4,-0.29363,8.83E-06,0.18315
20,0.9,0.74043,1.3506,2648,3863.5,44.117,10.168,14.31,1311.5,-0.29368,8.83E-06,0.18316
20,0.91,0.74861,1.3358,2648,3863.6,44.071,10.168,14.311,1311.5,-0.29373,8.83E-06,0.18317
20,0.92,0.75679,1.3214,2648,3863.6,44.026,10.168,14.311,1311.6,-0.29378,8.83E-06,0.18318
20,0.93,0.76497,1.3072,2647.9,3863.7,43.981,10.168,14.311,1311.7,-0.29383,8.83E-06,0.18319
20,0.94,0.77315,1.2934,2647.9,3863.7,43.937,10.168,14.311,1311.8,-0.29388,8.83E-06,0.1832
20,0.95,0.78133,1.2799,2647.9,3863.7,43.893,10.168,14.312,1311.9,-0.29393,8.83E-06,0.1832
20,0.96,0.78951,1.2666,2647.8,3863.8,43.85,10.168,14.312,1312,-0.29398,8.83E-06,0.18321
20,0.97,0.79768,1.2536,2647.8,3863.8,43.807,10.168,14.312,1312.1,-0.29403,8.83E-06,0.18322
20,0.98,0.80586,1.2409,2647.8,3863.9,43.765,10.168,14.313,1312.1,-0.29408,8.83E-06,0.18323
20,0.99,0.81404,1.2284,2647.8,3863.9,43.723,10.168,14.313,1312.2,-0.29414,8.83E-06,0.18324
20,1,0.82221,1.2162,2647.7,3864,43.681,10.168,14.313,1312.3,-0.29419,8.83E-06,0.18324
21,0.01,0.0082423,121.33,2660.9,3874.1,62.733,10.164,14.289,1306,-0.29136,8.83E-06,0.18286
21,0.02,0.016484,60.666,2660.8,3874.2,59.874,10.164,14.289,1306.1,-0.2914,8.83E-06,0.18287
21,0.03,0.024724,40.447,2660.8,3874.2,58.202,10.164,14.289,1306.2,-0.29145,8.83E-06,0.18289
